distance_km,duration_min,time_of_day,traffic_level,weather,demand_level,day_type,ride_price
9.123279348812442,24.15354526722918,Night,High,Rainy,Medium,Weekday,79.70245603787764
1.4829634081378087,5.737098165026995,Evening,High,Clear,Medium,Weekday,21.653395048630397
3.049937112872785,6.880787428667881,Evening,High,Clear,Medium,Weekday,28.94161189247447
1.5971545280479509,3.4419401410411616,Morning,Low,Clear,High,Weekend,25.924221404799834
13.091797814011828,47.05275784011048,Night,Low,Clear,High,Weekday,108.62585687319535
6.972763640450207,25.254690037040394,Afternoon,Medium,Clear,Medium,Weekday,47.00566538375462
10.662843132129353,41.71613140647083,Evening,Medium,Clear,Medium,Weekend,74.44387579615336
18.243763004595767,76.22744064557281,Evening,High,Rainy,High,Weekday,168.02338904645424
5.736552353828624,28.267184337945327,Afternoon,High,Clear,Medium,Weekend,51.15842081679999
8.797275537676965,31.22066034796654,Afternoon,High,Rainy,Low,Weekend,80.68741083877151
15.355471632317926,45.588390140804115,Evening,Medium,Rainy,Medium,Weekend,105.05303082862598
5.347165144340827,23.450306000466338,Evening,Medium,Clear,Medium,Weekday,36.38164201487838
2.462618286747067,6.926105937290715,Afternoon,Medium,Rainy,Low,Weekday,23.255895618382507
6.505277605361592,21.577448068253595,Evening,Medium,Rainy,Low,Weekday,53.891476325868595
4.0632044578260835,9.082761870896562,Morning,Medium,Rainy,High,Weekend,53.82831303733404
18.66425539450889,38.747969037658066,Morning,Medium,Rainy,High,Weekday,136.17798780906733
16.35428721172392,79.93886039610832,Afternoon,Medium,Clear,Low,Weekend,114.24168170005605
13.034671373698046,58.759521184859366,Night,High,Rainy,Low,Weekday,115.7103489285896
17.557751213566636,71.77472831209137,Afternoon,High,Clear,High,Weekend,160.9453310946074
16.269769461083175,52.500249300320355,Afternoon,High,Rainy,Medium,Weekday,126.1423161109128
4.544831118834681,11.452442493395194,Night,High,Rainy,Low,Weekday,37.906538644973104
17.95862097130958,44.345422608227004,Night,Medium,Clear,High,Weekday,127.81408060801566
11.247502596397364,30.93882813330359,Night,Low,Rainy,Medium,Weekend,79.69186403271942
16.341362948117187,59.60806270247411,Morning,Medium,Rainy,Low,Weekend,119.07530187501105
18.025734698546373,74.69481895485558,Evening,Low,Rainy,Medium,Weekday,140.20313247004532
7.042066024465414,28.031592597006213,Morning,High,Clear,High,Weekday,81.1175003525088
3.090986566025858,8.777788876557244,Evening,Medium,Rainy,Low,Weekend,31.261755994413328
5.330768088296892,25.932032276939818,Morning,High,Clear,Medium,Weekend,48.95456615659903
9.11504798389887,38.407993376356615,Evening,Medium,Rainy,Low,Weekend,78.4076305295208
16.54228055252737,60.59540189127698,Morning,High,Clear,Medium,Weekday,115.53995550220415
17.353881081870526,66.5549494201332,Night,Low,Clear,High,Weekend,131.46659951574927
1.1320904800926233,3.6892566685475603,Afternoon,Low,Rainy,High,Weekday,27.481941841728247
10.704198748973749,29.363682741648457,Morning,Low,Rainy,Low,Weekend,76.04808187603331
8.930809059826801,27.398990190302104,Evening,Medium,Clear,Medium,Weekday,60.887213706719244
5.220048398943875,22.308076924613864,Night,Low,Clear,Low,Weekend,36.25071571533989
3.277441979339973,6.69640543027289,Morning,Medium,Rainy,Low,Weekend,23.205233639324938
7.414688256668931,17.41130384679942,Morning,Low,Clear,Medium,Weekend,50.653344630225014
18.915284374337865,40.44102791611269,Night,Low,Rainy,Medium,Weekend,121.6196522187222
7.14085570839435,15.154226918395148,Morning,Medium,Rainy,Medium,Weekend,51.792036605524494
10.857021813123955,49.5773062888737,Afternoon,Medium,Rainy,High,Weekday,104.82910093743617
14.35736021900838,59.02272851218278,Morning,Low,Rainy,Low,Weekend,109.49255339074803
7.908962445206585,27.068593910667552,Afternoon,Medium,Clear,Low,Weekend,53.29546765508815
19.463859571698254,44.640410236074686,Afternoon,Low,Rainy,High,Weekend,147.79187007870775
19.286498603900114,67.01764387508798,Night,Medium,Clear,Medium,Weekday,130.69816232989646
5.7838636206819185,19.783215692676524,Morning,High,Rainy,High,Weekend,76.1249108787003
10.447721611955323,26.324137982380467,Night,High,Clear,High,Weekday,93.1240142725588
6.716687886518623,22.175514123985707,Morning,High,Rainy,High,Weekend,87.75563421552056
6.411969393171884,20.489539266313916,Morning,High,Clear,Low,Weekend,54.35168368836203
1.700851999736123,6.544113611901646,Evening,High,Clear,High,Weekday,39.9661831553853
12.58172234561804,49.13516062728081,Morning,Low,Rainy,Low,Weekend,100.98447561171244
10.550901441348369,22.535797308704915,Night,High,Rainy,Low,Weekday,82.34049466084517
1.9780962737497978,6.17925199877647,Afternoon,High,Rainy,Low,Weekday,27.79084188449002
6.294282820495617,24.406583587542094,Morning,High,Rainy,Medium,Weekend,59.30397799063185
18.257051833366422,64.07145792316098,Evening,High,Clear,Low,Weekday,130.99845350090013
5.551675922672476,25.368213933361297,Night,Medium,Rainy,Low,Weekend,43.69083173905943
3.7530025697332388,14.922241815864936,Morning,Low,Clear,Medium,Weekend,27.815159602608084
10.299602445273697,25.63368436130888,Night,High,Clear,Low,Weekday,71.1672716667775
19.727358628101413,43.63112221991536,Evening,High,Rainy,High,Weekday,154.42661835647397
5.599050158718508,21.988913602251717,Evening,High,Clear,High,Weekday,63.196335376165216
13.770575400711692,28.63637880377864,Night,Low,Clear,Low,Weekday,82.96295893898521
15.470772691245633,58.128747980383366,Morning,Medium,Clear,Medium,Weekend,109.19852068556413
5.5151133358555935,26.58665570148371,Afternoon,Low,Clear,High,Weekend,53.15939890807709
14.836110623625332,55.28561693926981,Evening,Medium,Rainy,Medium,Weekday,113.01781681744544
7.987879521665811,25.27772285674644,Morning,High,Rainy,Medium,Weekend,78.41479836989704
13.01381078127801,51.14251502045868,Morning,High,Rainy,High,Weekend,125.35585683137819
13.037064504457,43.996946486989316,Afternoon,Low,Rainy,Medium,Weekend,91.2733173394173
11.17971899742041,40.65896514932148,Evening,Low,Clear,High,Weekend,88.1529875050638
2.715505631033758,13.10067023102584,Evening,Medium,Clear,Medium,Weekday,18.88654876675613
16.87074741619552,53.283015069582106,Morning,Medium,Rainy,High,Weekday,131.02079313042083
7.094821234462981,34.64806813667602,Morning,Low,Rainy,Low,Weekend,55.84223869260266
4.54385169759723,21.429040549312866,Afternoon,Medium,Rainy,High,Weekday,57.20581514745104
1.7747276895405144,4.591883223912399,Afternoon,Low,Clear,High,Weekday,25.063593401029774
12.226965920576594,26.99816662717571,Evening,Medium,Rainy,High,Weekday,98.58251733426113
13.873722875003367,31.941943939028107,Night,Low,Rainy,High,Weekend,114.27152340560733
1.315168749629267,2.7022318262328673,Evening,Low,Rainy,Medium,Weekend,14.745195491640972
10.729768107686338,24.499589420315974,Morning,Low,Clear,Low,Weekend,59.97153522518813
5.303419728760821,21.47365424856238,Evening,Medium,Clear,High,Weekday,50.25946330681754
13.258283017779547,29.34808378237589,Night,Medium,Clear,Medium,Weekend,84.81758306566888
4.312962151094837,12.75311376392551,Afternoon,Medium,Clear,Low,Weekend,31.325218991021714
14.127817023946854,64.06436545217367,Night,Low,Clear,Low,Weekday,105.26446608388892
8.347971579710212,17.278763533802973,Night,Medium,Clear,Low,Weekend,47.25570604964203
18.797869785997957,83.52655701351438,Night,Medium,Clear,Low,Weekend,139.51214052691049
3.6128979387738718,10.280733481984914,Afternoon,Low,Clear,High,Weekday,43.089351825047146
7.4802606699549115,17.612232477800653,Night,High,Rainy,High,Weekday,75.730311439225
3.155996903571192,12.908694816619073,Night,Low,Rainy,Medium,Weekday,30.026481438452876
18.569178747292693,72.17521392564575,Night,Medium,Clear,Medium,Weekend,139.0355105176969
17.66944771423864,81.85223301964916,Morning,Low,Clear,Medium,Weekend,125.57398369870083
5.900890926587957,24.814504011515577,Night,High,Rainy,Low,Weekend,51.38627329247895
13.539696874649401,59.71605847521519,Afternoon,Low,Clear,Low,Weekday,104.47103578317859
16.527221803823103,47.03818741934349,Night,Medium,Clear,High,Weekday,126.83822658731006
11.548815420389785,29.245280458950145,Night,High,Clear,Low,Weekend,80.08188071353688
11.063360988764122,47.039687860211274,Afternoon,Medium,Rainy,Low,Weekend,86.27168996458582
5.595193527108582,24.73357658600077,Night,High,Rainy,Low,Weekday,52.21808067759853
2.768952588312085,13.76589050666175,Afternoon,High,Rainy,Medium,Weekday,39.17246955793981
18.047099401113208,58.4338554918572,Night,Low,Rainy,Medium,Weekday,133.28199332835163
18.10794308610328,56.42533314581697,Afternoon,Low,Rainy,High,Weekday,139.0393577946335
13.028927688192091,56.40534034143198,Night,Medium,Clear,Low,Weekend,97.73281850560791
7.441566029925313,22.49146820392605,Night,Low,Rainy,Low,Weekday,58.77218353854175
7.634981917640557,36.58890988736522,Morning,Low,Clear,High,Weekend,74.35844898629108
14.793157898534549,67.68222193745677,Morning,High,Clear,Low,Weekend,115.38535455846929
18.045094939098966,59.31390373506382,Night,Low,Rainy,Low,Weekend,126.10930564835927
17.85464206103723,75.92888657029248,Night,High,Rainy,Medium,Weekday,136.00379141797538
15.817635371294854,67.44052290543075,Evening,High,Clear,High,Weekday,134.9750912466391
